"id","tid","pid","label","geom"
1383,40,73,"0","POINT(124.4 47.6)"
1384,40,74,"0","POINT(128 49)"
1385,41,0,"0","POINT(135.7 14.7)"
1386,41,1,"0","POINT(134 15.4)"
1387,41,2,"0","POINT(132.6 16.1)"
1388,41,3,"0","POINT(131 17)"
1389,41,4,"0","POINT(129.4 17.9)"
1390,41,5,"0","POINT(127.9 18.8)"
1391,41,6,"0","POINT(126.5 19.6)"
1392,41,7,"0","POINT(125.4 20.2)"
1393,41,8,"0","POINT(124.6 20.8)"
1394,41,9,"0","POINT(123.9 21.3)"
1395,41,10,"0","POINT(122.8 21.8)"
1396,41,11,"0","POINT(121.8 22.3)"
1397,41,12,"0","POINT(120.9 22.7)"
1398,41,13,"0","POINT(120 23.1)"
1399,41,14,"0","POINT(119 23.4)"
1400,41,15,"0","POINT(117.9 23.8)"
1401,41,16,"0","POINT(116.9 24.2)"
1402,41,17,"0","POINT(115.9 24.6)"
1403,41,18,"0","POINT(114.9 25)"
1404,41,19,"0","POINT(114.1 25.4)"
1405,41,20,"0","POINT(113.5 25.8)"
1406,41,21,"0","POINT(112.9 26.1)"
1407,41,22,"0","POINT(112.3 26.4)"
1408,41,23,"0","POINT(111.7 26.8)"
1409,41,24,"0","POINT(111.2 27.1)"
1410,41,25,"0","POINT(110.8 27.3)"
1411,41,26,"0","POINT(110.4 27.6)"
1412,41,27,"0","POINT(110.2 27.9)"
1413,41,28,"0","POINT(110.2 28.4)"
1414,41,29,"0","POINT(110.2 29)"
1415,41,30,"0","POINT(110.3 29.4)"
1416,41,31,"0","POINT(110.4 29.8)"
1417,41,32,"0","POINT(110.4 30.4)"
1418,41,33,"0","POINT(110.2 31.1)"
1419,41,34,"0","POINT(109.6 32.2)"
1420,41,35,"0","POINT(109 33.1)"
1421,41,36,"0","POINT(108.6 33.5)"
1422,41,37,"0","POINT(108.2 33.9)"
1423,41,38,"0","POINT(107.9 34.3)"
1424,41,39,"0","POINT(107.6 34.8)"
1425,41,40,"0","POINT(107.6 35.5)"
1426,41,41,"0","POINT(108.1 36.5)"
1427,41,42,"0","POINT(109.3 37.7)"
1428,41,43,"0","POINT(111 39.2)"
1429,41,44,"0","POINT(113.1 40.9)"
1430,41,45,"0","POINT(115.8 42.8)"
1431,41,46,"0","POINT(119.7 44.7)"
1432,41,47,"0","POINT(125.1 47.5)"
1433,42,0,"0","POINT(100 21.2)"
1434,42,1,"0","POINT(98.9 21.3)"
1435,42,2,"0","POINT(97.9 21.4)"
1436,42,3,"0","POINT(96.8 21.7)"
1437,42,4,"0","POINT(95.8 22)"
1438,42,5,"0","POINT(94.7 22.3)"
1439,42,6,"0","POINT(93.9 22.8)"
1440,42,7,"0","POINT(92.7 23.2)"
1441,42,8,"0","POINT(91.9 23.4)"
1442,42,9,"0","POINT(91 23.8)"
1443,42,10,"0","POINT(90.5 24)"
1444,42,11,"0","POINT(89.9 24.2)"
1445,42,12,"0","POINT(89.4 24.5)"
1446,42,13,"0","POINT(88.9 24.8)"
1447,42,14,"0","POINT(88.6 25.2)"
1448,42,15,"0","POINT(88.3 25.7)"
1449,42,16,"0","POINT(88.3 26.3)"
1450,42,17,"0","POINT(88.3 26.8)"
1451,42,18,"0","POINT(88.6 27.2)"
1452,42,19,"0","POINT(88.6 27.7)"
1453,42,20,"0","POINT(88.6 28.2)"
1454,42,21,"0","POINT(88.4 28.6)"
1455,42,22,"0","POINT(88.4 29.6)"
1456,42,23,"0","POINT(88.8 30.2)"
1457,42,24,"0","POINT(89.4 30.6)"
1458,42,25,"0","POINT(90.7 30.7)"
1459,42,26,"0","POINT(92.2 30.6)"
1460,42,27,"0","POINT(93.9 30.5)"
1461,42,28,"0","POINT(95.5 30.8)"
1462,42,29,"0","POINT(97.5 31)"
1463,43,0,"1","POINT(128.2 32.4)"
1464,43,1,"1","POINT(128 33)"
1465,43,2,"1","POINT(127.9 33.7)"
1466,43,3,"1","POINT(127.9 34.2)"
1467,43,4,"1","POINT(127.9 34.6)"
1468,43,5,"1","POINT(127.8 35.1)"
1469,43,6,"1","POINT(127.8 35.6)"
1470,43,7,"1","POINT(127.9 36)"
1471,43,8,"1","POINT(128 36.4)"
1472,43,9,"1","POINT(128.1 36.9)"
1473,43,10,"1","POINT(128.4 37.5)"
1474,43,11,"1","POINT(128.7 38.3)"
1475,43,12,"1","POINT(129.1 39)"
1476,43,13,"1","POINT(129.7 39.8)"
1477,43,14,"1","POINT(131.2 41.1)"
1478,43,15,"1","POINT(134 43)"
1479,43,16,"1","POINT(137.6 45.1)"
1480,43,17,"1","POINT(141.9 47.1)"
1481,43,18,"1","POINT(146.6 49.1)"
1482,43,19,"1","POINT(152.1 51)"
1483,43,20,"1","POINT(159 52.6)"
1484,43,21,"1","POINT(167.4 54.1)"
1485,44,0,"0","POINT(129.5 10.9)"
1486,44,1,"0","POINT(127.9 11.1)"
1487,44,2,"0","POINT(126.5 11.4)"
1488,44,3,"0","POINT(125.5 11.6)"
1489,44,4,"0","POINT(124.2 12)"
1490,44,5,"0","POINT(122.2 13)"
1491,44,6,"0","POINT(120.2 14)"
1492,44,7,"0","POINT(118.6 15.3)"
1493,44,8,"0","POINT(117.9 16.2)"
1494,44,9,"0","POINT(117.4 17.4)"
1495,44,10,"0","POINT(116.6 19.2)"
1496,44,11,"0","POINT(115.7 20.5)"
1497,44,12,"0","POINT(115.3 21.2)"
1498,44,13,"0","POINT(114.9 21.8)"
1499,44,14,"0","POINT(114.5 22.4)"
1500,44,15,"0","POINT(114.4 22.6)"
1501,44,16,"0","POINT(114.3 22.7)"
1502,44,17,"0","POINT(114.2 22.7)"
1503,44,18,"0","POINT(113.9 22.5)"
1504,44,19,"0","POINT(114 22.5)"
1505,44,20,"0","POINT(113.9 22.5)"
1506,44,21,"0","POINT(113.4 22.3)"
1507,44,22,"0","POINT(112.5 22.2)"
1508,44,23,"0","POINT(112 22.3)"
1509,44,24,"0","POINT(111.5 22.5)"
1510,44,25,"0","POINT(110.7 22.6)"
1511,44,26,"0","POINT(109.8 22.8)"
1512,44,27,"0","POINT(109.1 23.4)"
1513,44,28,"0","POINT(108.7 24.1)"
1514,44,29,"0","POINT(107.9 24.7)"
1515,44,30,"0","POINT(107.1 25.3)"
1516,44,31,"0","POINT(106.3 26.3)"
1517,44,32,"0","POINT(105.7 26.9)"
1518,44,33,"0","POINT(105.3 27.3)"
1519,44,34,"0","POINT(104.7 28.1)"
1520,44,35,"0","POINT(104.4 28.6)"
1521,44,36,"0","POINT(104.6 28.8)"
1522,44,37,"0","POINT(104.7 29)"
1523,44,38,"0","POINT(104.7 29)"
1524,44,39,"0","POINT(104.6 28.6)"
1525,44,40,"0","POINT(104.6 28)"
1526,44,41,"0","POINT(104.2 27.5)"
1527,44,42,"0","POINT(103.7 26.9)"
1528,44,43,"0","POINT(103.5 26.2)"
1529,44,44,"0","POINT(103.3 25.8)"
1530,44,45,"0","POINT(103.1 25.6)"
1531,44,46,"0","POINT(102.8 25.3)"
1532,44,47,"0","POINT(102.1 25.3)"
1533,44,48,"0","POINT(101.5 25.2)"
1534,44,49,"0","POINT(100.5 25.1)"
1535,44,50,"0","POINT(99.3 25.1)"
1536,44,51,"0","POINT(97.8 25.3)"
1537,44,52,"0","POINT(96.4 25.5)"
1538,44,53,"0","POINT(94.7 25.9)"
1539,44,54,"0","POINT(93.1 26.4)"
1540,44,55,"0","POINT(91.9 27.3)"
1541,44,56,"0","POINT(90.8 28.3)"
1542,44,57,"0","POINT(89.3 29.6)"
1543,44,58,"0","POINT(88.2 30.8)"
1544,44,59,"0","POINT(88 32.3)"
1545,44,60,"0","POINT(88 33)"
1546,44,61,"0","POINT(88.5 34)"
1547,44,62,"0","POINT(89 34.6)"
1548,44,63,"0","POINT(89.8 35.5)"
1549,44,64,"0","POINT(91.6 36.3)"
1550,44,65,"0","POINT(92.5 37)"
1551,44,66,"0","POINT(93.5 38)"
1552,44,67,"0","POINT(95 39)"
1553,44,68,"0","POINT(97 39)"
1554,45,0,"1","POINT(134.5 15.6)"
1555,45,1,"1","POINT(133 18)"
1556,45,2,"1","POINT(131.4 19.1)"
1557,45,3,"1","POINT(129.6 19.8)"
1558,45,4,"1","POINT(128 20.5)"
1559,45,5,"1","POINT(126.9 21.2)"
1560,45,6,"1","POINT(125.9 22)"
1561,45,7,"1","POINT(124.9 23.1)"
1562,45,8,"1","POINT(124 24)"
1563,45,9,"1","POINT(123.2 24.5)"
1564,45,10,"1","POINT(122.6 24.9)"
1565,45,11,"1","POINT(122 25.4)"
1566,45,12,"1","POINT(121.5 25.9)"
1567,45,13,"1","POINT(121.1 26.3)"
1568,45,14,"1","POINT(120.8 26.7)"
1569,45,15,"1","POINT(120.3 27.3)"
1570,45,16,"1","POINT(119.7 28)"
1571,45,17,"1","POINT(119.8 28.8)"
1572,45,18,"1","POINT(120.6 30)"
1573,45,19,"1","POINT(121.7 31.5)"
1574,45,20,"1","POINT(123.7 33)"
1575,45,21,"1","POINT(126.6 34.4)"
1576,45,22,"1","POINT(130 35.8)"
1577,45,23,"1","POINT(133.6 37.3)"
1578,45,24,"1","POINT(137.5 39)"
1579,45,25,"1","POINT(142.1 41)"
1580,45,26,"1","POINT(147.5 43.5)"
1581,46,0,"1","POINT(122.2 32.4)"
1582,46,1,"1","POINT(123.5 34.1)"
1583,46,2,"1","POINT(124.7 35.8)"
1584,46,3,"1","POINT(125.6 37.6)"
1585,46,4,"1","POINT(126.2 39.5)"
1586,46,5,"1","POINT(125.7 41.4)"
1587,46,6,"1","POINT(125 43.1)"
1588,46,7,"1","POINT(123.2 44.7)"
1589,46,8,"1","POINT(121.5 45.5)"
1590,47,0,"1","POINT(120.5 19.1)"
1591,47,1,"1","POINT(119.4 20.3)"
1592,47,2,"1","POINT(118.2 21.3)"
1593,47,3,"1","POINT(117 22.1)"
1594,47,4,"1","POINT(115.8 22.6)"
1595,47,5,"1","POINT(114.2 22.7)"
1596,47,6,"1","POINT(112.6 22.7)"
1597,47,7,"1","POINT(111.4 22.9)"
1598,47,8,"1","POINT(110.6 23)"
1599,47,9,"1","POINT(110.2 23.1)"
1600,47,10,"1","POINT(109.7 23.2)"
1601,47,11,"1","POINT(109.1 23.3)"
1602,47,12,"1","POINT(108.4 23.3)"
1603,47,13,"1","POINT(107.7 23.4)"
1604,47,14,"1","POINT(107 23.6)"
1605,47,15,"1","POINT(106.3 23.7)"
1606,47,16,"1","POINT(105.6 23.7)"
1607,47,17,"1","POINT(104.9 23.8)"
1608,47,18,"1","POINT(104.3 24)"
1609,47,19,"1","POINT(103.7 24.3)"
1610,47,20,"1","POINT(103.1 24.8)"
1611,47,21,"1","POINT(102.8 25.5)"
1612,47,22,"1","POINT(102.7 26.2)"
1613,47,23,"1","POINT(102.8 26.6)"
1614,47,24,"1","POINT(103.6 27)"
1615,47,25,"1","POINT(105.2 27.8)"
1616,47,26,"1","POINT(106.8 28.9)"
1617,47,27,"1","POINT(108.4 30.3)"
1618,47,28,"1","POINT(110.1 31.9)"
1619,47,29,"1","POINT(112.1 33.6)"
1620,47,30,"1","POINT(114.3 36.1)"
1621,47,31,"1","POINT(116.8 39.5)"
1622,47,32,"1","POINT(118 42.9)"
1623,47,33,"1","POINT(120.1 46.3)"
1624,47,34,"1","POINT(122.3 49.8)"
1625,47,35,"1","POINT(123 52)"
1626,48,0,"1","POINT(139 31)"
1627,48,1,"1","POINT(138.5 31.5)"
1628,48,2,"1","POINT(138.3 31.7)"
1629,48,3,"1","POINT(138.1 31.8)"
1630,48,4,"1","POINT(138 32)"
1631,48,5,"1","POINT(138 32.2)"
1632,48,6,"1","POINT(137.9 32.4)"
1633,48,7,"1","POINT(137.8 32.7)"
1634,48,8,"1","POINT(137.9 33)"
1635,48,9,"1","POINT(138.2 33.3)"
1636,48,10,"1","POINT(138.9 33.8)"
1637,48,11,"1","POINT(139.5 34.5)"
1638,48,12,"1","POINT(139.5 35.3)"
1639,48,13,"1","POINT(139.2 35.9)"
1640,48,14,"1","POINT(138.6 36.1)"
1641,48,15,"1","POINT(138.1 36.2)"
1642,48,16,"1","POINT(137.8 36.4)"
1643,48,17,"1","POINT(137.8 36.6)"
1644,48,18,"1","POINT(138.1 37.4)"
1645,48,19,"1","POINT(138.6 38.3)"
1646,48,20,"1","POINT(139.2 38.7)"
1647,48,21,"1","POINT(139.9 39.2)"
1648,48,22,"1","POINT(140.8 40.1)"
1649,48,23,"1","POINT(141.5 40.9)"
1650,48,24,"1","POINT(141.8 41.6)"
1651,48,25,"1","POINT(142 42.4)"
1652,48,26,"1","POINT(142.3 43.1)"
1653,48,27,"1","POINT(142.6 43.9)"
1654,48,28,"1","POINT(142.6 44.6)"
1655,48,29,"1","POINT(142.6 45.3)"
1656,48,30,"1","POINT(142.7 46)"
1657,48,31,"1","POINT(142.9 46.8)"
1658,48,32,"1","POINT(143.6 47.7)"
1659,48,33,"1","POINT(144 49)"
1660,48,34,"1","POINT(143.5 50.5)"
1661,48,35,"1","POINT(143 52)"
1662,48,36,"1","POINT(141.5 53.5)"
1663,49,0,"0","POINT(144.9 9.9)"
1664,49,1,"0","POINT(144 10.4)"
1665,49,2,"0","POINT(142.9 10.9)"
1666,49,3,"0","POINT(141.7 11.3)"
1667,49,4,"0","POINT(140.6 11.7)"
1668,49,5,"0","POINT(139.4 12)"
1669,49,6,"0","POINT(138.3 12.3)"
1670,49,7,"0","POINT(136.9 12.7)"
1671,49,8,"0","POINT(135.7 13.1)"
1672,49,9,"0","POINT(134.9 13.4)"
1673,49,10,"0","POINT(134 13.7)"
1674,49,11,"0","POINT(133.1 14)"
1675,49,12,"0","POINT(132.3 14.4)"
1676,49,13,"0","POINT(131.3 14.8)"
1677,49,14,"0","POINT(130.3 15.1)"
1678,49,15,"0","POINT(129.4 15.4)"
1679,49,16,"0","POINT(128.5 15.6)"
1680,49,17,"0","POINT(127.5 15.6)"
1681,49,18,"0","POINT(126.4 15.6)"
1682,49,19,"0","POINT(125.2 15.7)"
1683,49,20,"0","POINT(124 15.8)"
1684,49,21,"0","POINT(123 15.8)"
1685,49,22,"0","POINT(122 15.9)"
1686,49,23,"0","POINT(120.8 16)"
1687,49,24,"0","POINT(119.6 16.1)"
1688,49,25,"0","POINT(118.3 16.2)"
1689,49,26,"0","POINT(117 16.3)"
1690,49,27,"0","POINT(115.7 16.5)"
1691,49,28,"0","POINT(114.3 16.8)"
1692,49,29,"0","POINT(112.9 17)"
1693,49,30,"0","POINT(111.5 17.1)"
1694,49,31,"0","POINT(110.3 17.3)"
1695,49,32,"0","POINT(109.1 17.5)"
1696,49,33,"0","POINT(107.7 18.1)"
1697,49,34,"0","POINT(106.4 18.8)"
1698,49,35,"0","POINT(105.5 19.3)"
1699,49,36,"0","POINT(104.6 19.8)"
1700,49,37,"0","POINT(103.7 20.2)"
1701,49,38,"0","POINT(102.9 20.5)"
1702,49,39,"0","POINT(101.9 20.8)"
1703,49,40,"0","POINT(100.9 21.2)"
1704,49,41,"0","POINT(100.2 21.9)"
1705,49,42,"0","POINT(99.9 22.6)"
1706,49,43,"0","POINT(99.9 23)"
1707,49,44,"0","POINT(100.1 23.3)"
1708,49,45,"0","POINT(100.5 24)"
1709,49,46,"0","POINT(100.9 24.6)"
1710,49,47,"0","POINT(101.2 24.9)"
1711,49,48,"0","POINT(101.5 25.2)"
1712,49,49,"0","POINT(101.7 25.4)"
1713,49,50,"0","POINT(101.6 25.6)"
1714,49,51,"0","POINT(101 25.5)"
1715,49,52,"0","POINT(100.3 25.3)"
1716,49,53,"0","POINT(99.5 25)"
1717,49,54,"0","POINT(98.7 24.7)"
1718,49,55,"0","POINT(97.8 24.6)"
1719,49,56,"0","POINT(97 24.5)"
1720,49,57,"0","POINT(96.4 24.3)"
1721,49,58,"0","POINT(95.7 24)"
1722,49,59,"0","POINT(95 23.7)"
1723,49,60,"0","POINT(94.4 23.3)"
1724,49,61,"0","POINT(93.7 22.8)"
1725,49,62,"0","POINT(92.8 22.3)"
1726,49,63,"0","POINT(91.9 22.1)"
1727,49,64,"0","POINT(91 21.9)"
1728,49,65,"0","POINT(90 21.7)"
1729,49,66,"0","POINT(89 21.5)"
1730,49,67,"0","POINT(87.9 21.5)"
1731,49,68,"0","POINT(86.9 21.8)"
1732,49,69,"0","POINT(86.1 22.1)"
1733,49,70,"0","POINT(85.4 22.3)"
1734,49,71,"0","POINT(84.8 22.6)"
1735,49,72,"0","POINT(84.3 22.8)"
1736,49,73,"0","POINT(84 23)"
1737,49,74,"0","POINT(83.6 23)"
1738,49,75,"0","POINT(82.9 23)"
1739,49,76,"0","POINT(82.2 22.8)"
1740,49,77,"0","POINT(81.5 22.4)"
1741,49,78,"0","POINT(80.8 22.1)"
1742,49,79,"0","POINT(80.1 21.8)"
1743,49,80,"0","POINT(79.4 21.5)"
1744,50,0,"1","POINT(130 26.5)"
1745,50,1,"1","POINT(127.8 26.5)"
1746,50,2,"1","POINT(126 26.2)"
1747,50,3,"1","POINT(124.6 25.6)"
1748,50,4,"1","POINT(124 25)"
1749,50,5,"1","POINT(124.3 24.8)"
1750,50,6,"1","POINT(124.8 24.5)"
1751,50,7,"1","POINT(125.4 24.3)"
1752,50,8,"1","POINT(126 24)"
1753,50,9,"1","POINT(126.5 23.9)"
1754,50,10,"1","POINT(127 23.9)"
1755,50,11,"1","POINT(127.4 23.8)"
1756,50,12,"1","POINT(127.7 23.7)"
1757,50,13,"1","POINT(128.6 24)"
1758,50,14,"1","POINT(130.2 24.8)"
1759,50,15,"1","POINT(132.3 25.8)"
1760,50,16,"1","POINT(134.4 27.4)"
1761,50,17,"1","POINT(136.6 30.1)"
1762,50,18,"1","POINT(138.7 32.6)"
1763,50,19,"1","POINT(140.2 34.2)"
1764,50,20,"1","POINT(141.6 35.8)"
1765,50,21,"1","POINT(143.2 37.3)"
1766,50,22,"1","POINT(144.8 38.8)"
1767,50,23,"1","POINT(146.3 40)"
1768,50,24,"1","POINT(147.8 41.2)"
1769,50,25,"1","POINT(149.5 42.6)"
1770,50,26,"1","POINT(151.2 43.9)"
1771,50,27,"1","POINT(152.8 45)"
1772,50,28,"1","POINT(154.3 45.8)"
1773,50,29,"1","POINT(156.1 46.4)"
1774,50,30,"1","POINT(157.9 46.8)"
1775,50,31,"1","POINT(159 47)"
1776,50,32,"1","POINT(160 46.7)"
1777,50,33,"1","POINT(161.4 45.9)"
1778,50,34,"1","POINT(162.8 45)"
1779,50,35,"1","POINT(163.7 44.3)"
1780,50,36,"1","POINT(164.5 43.5)"
1781,50,37,"1","POINT(165.2 42.5)"
1782,50,38,"1","POINT(165.7 41.2)"
1783,51,0,"1","POINT(144.2 15.8)"
1784,51,1,"1","POINT(143.1 16.4)"
1785,51,2,"1","POINT(142.2 17.1)"
1786,51,3,"1","POINT(141 17.8)"
1787,51,4,"1","POINT(139.9 18.5)"
1788,51,5,"1","POINT(138.5 19.2)"
1789,51,6,"1","POINT(137.2 19.8)"
1790,51,7,"1","POINT(135.2 20.9)"
1791,51,8,"1","POINT(133.8 22)"
1792,51,9,"1","POINT(132.4 23.2)"
1793,51,10,"1","POINT(131 24.3)"
1794,51,11,"1","POINT(130.3 25.3)"
1795,51,12,"1","POINT(129 26.3)"
1796,51,13,"1","POINT(128.2 27.5)"
1797,51,14,"1","POINT(127.3 28.7)"
1798,51,15,"1","POINT(126.2 29.9)"
1799,51,16,"1","POINT(124.9 30.8)"
1800,51,17,"1","POINT(123.7 31.9)"
1801,51,18,"1","POINT(123.2 33.2)"
1802,51,19,"1","POINT(123.1 34.5)"
1803,51,20,"1","POINT(123.3 36.1)"
1804,51,21,"1","POINT(124.2 37.6)"
1805,51,22,"1","POINT(125.1 39.2)"
1806,51,23,"1","POINT(126.2 40.7)"
1807,51,24,"1","POINT(128 43.3)"
1808,51,25,"1","POINT(128.8 44.6)"
1809,51,26,"1","POINT(131.4 45.8)"
1810,51,27,"1","POINT(134 46.6)"
1811,51,28,"1","POINT(134.3 46.7)"
1812,52,0,"1","POINT(102.5 28.5)"
1813,52,1,"1","POINT(101.9 28)"
1814,52,2,"1","POINT(101.4 27.7)"
1815,52,3,"1","POINT(101.1 27.7)"
1816,52,4,"1","POINT(100.9 27.7)"
1817,52,5,"1","POINT(100.8 27.8)"
1818,52,6,"1","POINT(100.9 27.9)"
1819,52,7,"1","POINT(101.3 28.2)"
1820,52,8,"1","POINT(102 29.1)"
1821,52,9,"1","POINT(103 30.5)"
1822,52,10,"1","POINT(103.9 31.8)"
1823,52,11,"1","POINT(104.9 33.2)"
1824,52,12,"1","POINT(106.4 34.2)"
1825,52,13,"1","POINT(107.9 35.1)"
1826,52,14,"1","POINT(109.4 35.9)"
1827,52,15,"1","POINT(110.8 36.2)"
1828,52,16,"1","POINT(112.2 36.3)"
1829,52,17,"1","POINT(113.4 36.5)"
1830,52,18,"1","POINT(114.3 36.6)"
1831,52,19,"1","POINT(115.1 36.7)"
1832,52,20,"1","POINT(115.3 36.8)"
1833,52,21,"1","POINT(115.5 36.9)"
1834,52,22,"1","POINT(115.3 37)"
1835,52,23,"1","POINT(115.1 37.1)"
1836,52,24,"1","POINT(114.7 37.3)"
1837,52,25,"1","POINT(114.4 37.5)"
1838,52,26,"1","POINT(114 37.7)"
1839,52,27,"1","POINT(113.5 38)"
1840,52,28,"1","POINT(112.9 38)"
1841,52,29,"1","POINT(112.2 38)"
1842,52,30,"1","POINT(111.1 38)"
1843,52,31,"1","POINT(109.5 37.9)"
1844,52,32,"1","POINT(108.1 37.9)"
1845,52,33,"1","POINT(106.7 37.8)"
1846,52,34,"1","POINT(105.5 37.7)"
1847,52,35,"1","POINT(104.7 37.3)"
1848,52,36,"1","POINT(104.1 36.5)"
1849,52,37,"1","POINT(103.8 35.6)"
1850,52,38,"1","POINT(103.7 34.7)"
1851,52,39,"1","POINT(103.8 33.8)"
1852,52,40,"1","POINT(104 33.1)"
1853,52,41,"1","POINT(104.4 32.4)"
1854,52,42,"1","POINT(105 31.9)"
1855,52,43,"1","POINT(105.5 31.5)"
1856,52,44,"1","POINT(106 31)"
1857,52,45,"1","POINT(106.6 30.5)"
1858,52,46,"1","POINT(107 30)"
1859,52,47,"1","POINT(107.7 29.6)"
1860,52,48,"1","POINT(108.5 29.5)"
1861,52,49,"1","POINT(109.2 29.5)"
1862,52,50,"1","POINT(110 29.5)"
1863,52,51,"1","POINT(110.7 29.5)"
1864,52,52,"1","POINT(111.5 29.5)"
1865,52,53,"1","POINT(112.1 29.5)"
1866,52,54,"1","POINT(112.5 29.5)"
1867,53,0,"1","POINT(87 20.3)"
1868,53,1,"1","POINT(87 20.7)"
1869,53,2,"1","POINT(87 21.5)"
1870,53,3,"1","POINT(86.9 22.1)"
1871,53,4,"1","POINT(86.6 22.4)"
1872,53,5,"1","POINT(86.3 22.6)"
1873,53,6,"1","POINT(85.4 22.7)"
1874,53,7,"1","POINT(84.5 22.8)"
1875,53,8,"1","POINT(83.8 22.8)"
1876,53,9,"1","POINT(82.8 22.8)"
1877,53,10,"1","POINT(82.2 22.6)"
1878,53,11,"1","POINT(81.7 22.4)"
1879,53,12,"1","POINT(81.2 22.2)"
1880,54,0,"1","POINT(126 20.5)"
1881,54,1,"1","POINT(124.5 20.7)"
1882,54,2,"1","POINT(123 20.9)"
1883,54,3,"1","POINT(121.5 21)"
1884,54,4,"1","POINT(120 21.1)"
1885,54,5,"1","POINT(118.5 21.4)"
1886,54,6,"1","POINT(117.1 21.9)"
1887,54,7,"1","POINT(115.9 22.4)"
1888,54,8,"1","POINT(114.8 23.2)"
1889,54,9,"1","POINT(113.9 24.5)"
1890,54,10,"1","POINT(113.2 25.8)"
1891,54,11,"1","POINT(113 26.9)"
1892,54,12,"1","POINT(113.5 28.1)"
1893,54,13,"1","POINT(114.4 29.4)"
1894,54,14,"1","POINT(115.7 30.8)"
1895,54,15,"1","POINT(117.3 32.1)"
1896,54,16,"1","POINT(119.1 32.8)"
1897,54,17,"1","POINT(121.5 33)"
1898,54,18,"1","POINT(123.8 33)"
1899,54,19,"1","POINT(125.5 33)"
1900,54,20,"1","POINT(127.1 33)"
1901,54,21,"1","POINT(128.7 33.1)"
1902,54,22,"1","POINT(129.9 33.4)"
1903,54,23,"1","POINT(130.7 33.9)"
1904,54,24,"1","POINT(131.5 34.5)"
1905,54,25,"1","POINT(132.3 34.9)"
1906,54,26,"1","POINT(133.1 35.3)"
1907,54,27,"1","POINT(133.7 35.6)"
1908,54,28,"1","POINT(133.9 35.9)"
1909,54,29,"1","POINT(133.9 36.2)"
1910,54,30,"1","POINT(133.8 36.5)"
1911,54,31,"1","POINT(133.8 36.7)"
1912,54,32,"1","POINT(134 37)"
1913,54,33,"1","POINT(134.4 37.5)"
1914,54,34,"1","POINT(134.9 38)"
1915,54,35,"1","POINT(135.4 38.4)"
1916,54,36,"1","POINT(135.9 38.7)"
1917,54,37,"1","POINT(136.1 39)"
1918,54,38,"1","POINT(136.1 39.2)"
1919,54,39,"1","POINT(136.1 39.3)"
1920,54,40,"1","POINT(135.9 39.3)"
1921,54,41,"1","POINT(135.4 39.1)"
1922,54,42,"1","POINT(134.9 38.8)"
1923,54,43,"1","POINT(134.4 38.7)"
1924,54,44,"1","POINT(133.9 38.9)"
1925,54,45,"1","POINT(133.5 39.5)"
1926,54,46,"1","POINT(133.3 40.3)"
1927,54,47,"1","POINT(133.8 41.2)"
1928,54,48,"1","POINT(135 42.1)"
1929,54,49,"1","POINT(136.4 42.7)"
1930,54,50,"1","POINT(138 43)"
1931,54,51,"1","POINT(139.7 43)"
1932,54,52,"1","POINT(141.5 43)"
1933,54,53,"1","POINT(143.2 43)"
1934,55,0,"1","POINT(94.5 17.2)"
1935,55,1,"1","POINT(94.5 17.5)"
1936,55,2,"1","POINT(94.3 18.2)"
1937,55,3,"1","POINT(94.2 18.8)"
1938,55,4,"1","POINT(94.3 19.7)"
1939,55,5,"1","POINT(94.7 20.5)"
1940,55,6,"1","POINT(95.2 21.4)"
1941,55,7,"1","POINT(95.8 22.3)"
1942,55,8,"1","POINT(96.1 23.3)"
1943,55,9,"1","POINT(96.4 24.5)"
1944,55,10,"1","POINT(96.5 24.8)"
1945,55,11,"1","POINT(96.7 25.1)"
1946,55,12,"1","POINT(97.1 25.8)"
1947,55,13,"1","POINT(97.9 26.9)"
1948,55,14,"1","POINT(98.3 27.6)"
1949,55,15,"1","POINT(98.7 28)"
1950,55,16,"1","POINT(99.1 28.1)"
1951,55,17,"1","POINT(99.5 28)"
1952,55,18,"1","POINT(99.8 27.8)"
1953,55,19,"1","POINT(100 28)"
1954,55,20,"1","POINT(99.6 28.6)"
1955,55,21,"1","POINT(99.1 29.1)"
1956,55,22,"1","POINT(98.8 29.9)"
1957,55,23,"1","POINT(98.5 30.6)"
1958,55,24,"1","POINT(98.2 31.4)"
1959,55,25,"1","POINT(98 32)"
1960,55,26,"1","POINT(98 32.6)"
1961,55,27,"1","POINT(97.8 33)"
1962,55,28,"1","POINT(97.8 33.5)"
1963,55,29,"1","POINT(97.7 34)"
1964,55,30,"1","POINT(97.7 34.4)"
1965,55,31,"1","POINT(98 35)"
1966,55,32,"1","POINT(98.2 35.3)"
1967,55,33,"1","POINT(98.9 35.7)"
1968,55,34,"1","POINT(99.7 35.9)"
1969,55,35,"1","POINT(100.5 35.9)"
1970,55,36,"1","POINT(101.1 35.6)"
1971,55,37,"1","POINT(101.3 34.9)"
1972,55,38,"1","POINT(101 34.2)"
1973,55,39,"1","POINT(100.8 33.3)"
1974,55,40,"1","POINT(101 33.2)"
1975,55,41,"1","POINT(101.3 33.3)"
1976,55,42,"1","POINT(101.5 33.4)"
1977,55,43,"1","POINT(101.8 33.6)"
1978,55,44,"1","POINT(102 33.8)"
1979,55,45,"1","POINT(102.2 34)"
